0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+06,1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+05,5.000000000000000000e+05,1.479980826769969156e+02,1.630740656416372531e+03
5.000000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+06,5.000000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+05,1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+05,7.500000000000000000e+05,2.233750072793787069e+02,1.441161472498216881e+03
2.500000000000000000e+05,2.500000000000000000e+05,2.104773514297153554e+02,1.202049548311969147e+03
2.500000000000000000e+05,7.500000000000000000e+05,2.662500970453347904e+01,1.376307711257999244e+03
7.500000000000000000e+05,5.000000000000000000e+05,1.288785421775356212e+02,1.474062298263781258e+03
1.000000000000000000e+06,7.500000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+05,1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00
6.250000000000000000e+05,8.750000000000000000e+05,2.322857026243719076e+02,1.337148505184770784e+03
8.750000000000000000e+05,8.750000000000000000e+05,2.916749955434453909e+02,8.442814655443355605e+02
7.500000000000000000e+05,8.750000000000000000e+05,3.028354048748926175e+02,1.200655783649390287e+03
6.250000000000000000e+05,1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00
5.625000000000000000e+05,9.375000000000000000e+05,1.525252511991566564e+02,9.564693509359233303e+02
6.250000000000000000e+05,9.375000000000000000e+05,1.900428093593019696e+02,9.126993682707488915e+02
6.875000000000000000e+05,9.062500000000000000e+05,2.703879164428487343e+02,1.130642027826722597e+03
6.875000000000000000e+05,1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00
7.187500000000000000e+05,9.531250000000000000e+05,1.919998486210776605e+02,6.805787145743159954e+02
8.750000000000000000e+05,1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00
7.929687500000000000e+05,9.375000000000000000e+05,2.852564053741213002e+02,7.667255638900543318e+02
6.875000000000000000e+05,8.281250000000000000e+05,2.530270422219812474e+02,1.427888094899913767e+03
7.506510416666666279e+05,9.205729166666666279e+05,3.000027037034777209e+02,9.679391399216763148e+02
8.125000000000000000e+05,8.780517578125000000e+05,3.185731777081977611e+02,1.053348620781167710e+03
7.843762636184692383e+05,8.125000000000000000e+05,2.735067946009936577e+02,1.291984820345537628e+03
8.125000000000000000e+05,1.000000000000000000e+06,0.000000000000000000e+00,0.000000000000000000e+00
7.370442028010013746e+05,8.271702295986647950e+05,2.713557441021204681e+02,1.352807258432094841e+03
7.114154486916043097e+05,7.831948589532835176e+05,2.345921774480400757e+02,1.461127950245779402e+03
6.198089789864507038e+05,7.632644364152766066e+05,1.910998695263940306e+02,1.565289209913812101e+03
6.799031619291788666e+05,7.075439703845708864e+05,1.870891006005327597e+02,1.556787053524461953e+03
8.750000000000000000e+05,7.219512927659933921e+05,1.924327015023215210e+02,1.095377020844200615e+03
8.165650538561847061e+05,7.540916945767269935e+05,2.301960599727465535e+02,1.287149191304786427e+03
7.903406587102196645e+05,6.372218022890966386e+05,1.696133189822642180e+02,1.415796037195074405e+03
8.790335331752350321e+05,7.984756463829966960e+05,2.460777860150663230e+02,9.859117106403414255e+02
8.203906210918324068e+05,6.918560891823859420e+05,1.894632471262933677e+02,1.318246901095387784e+03
7.594689782355308998e+05,6.897830375856733881e+05,1.896960811018319646e+02,1.463012389177560635e+03
1.000000000000000000e+06,6.250000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
7.023208598412373103e+05,6.208704542725693900e+05,1.617184553724615057e+02,1.559499828688900152e+03
8.942685077832340030e+05,6.156405709716336569e+05,1.366282722482836789e+02,1.042525798677722605e+03
7.433705767963097896e+05,6.449808797270477517e+05,1.730571722237270649e+02,1.499322746537910689e+03
7.561407905122733209e+05,5.762384346603227314e+05,1.497254747103208103e+02,1.486419521863037744e+03
8.701438551618570928e+05,6.661695894266407704e+05,1.639271608352907492e+02,1.148237408245851157e+03
1.000000000000000000e+06,6.875000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
9.413652568985056132e+05,7.187500000000000000e+05,1.383097097891269982e+02,6.689903164132666689e+02
9.277592019806600874e+05,6.626539846745183459e+05,1.260084136000447899e+02,8.122163460405903379e+02
8.352593314888332970e+05,8.294784426879450912e+05,2.851562922275587084e+02,1.105021894781067658e+03
1.000000000000000000e+06,8.750000000000000000e+05,0.000000000000000000e+00,0.000000000000000000e+00
6.837436299309923779e+05,5.437032924053125316e+05,1.446465675665559729e+02,1.573667482454617584e+03
8.437826662563788705e+05,5.308126001942384755e+05,1.117900778143052918e+02,1.257346466102776958e+03
9.437746000651959330e+05,7.848628506133405026e+05,1.544690647022249550e+02,6.007736591386842520e+02
7.288869096654177411e+05,5.400671287678875960e+05,1.422647390913594450e+02,1.525172233964391808e+03
7.030087556456160964e+05,5.008345571451983415e+05,1.390357930931379826e+02,1.549338404952534120e+03
6.173817512159955222e+05,4.881171714841961511e+05,1.438220665406105923e+02,1.610424325182014627e+03
